BHCMIS.ID,ClinicName,STATE,CHC,MHC,HO,PH,Year,GranteeID,LongGrantID,ModernGranteeID
010060,FAIR HAVEN COMMUNITY HEALTH,CT,1,0,0,0,1996,NA,NA,NA
010060,FAIR HAVEN COMMUNITY HEALTH,CT,1,0,0,0,1997,NA,NA,NA
010060,FAIR HAVEN COMMUNITY HEALTH,CT,1,0,0,0,1998,NA,NA,NA
010060,FAIR HAVEN COMMUNITY HEALTH,CT,1,0,0,0,1999,NA,NA,NA
010060,FAIR HAVEN COMMUNITY HEALTH CENTER,CT,1,0,0,0,2000,1130,NA,NA
010060,FAIR HAVEN COMMUNITY HEALTH CENTER,CT,1,0,0,0,2001,1379,NA,NA
010060,FAIR HAVEN COMMUNITY HEALTH CENTER,CT,1,0,0,0,2002,1046,NA,NA
010060,FAIR HAVEN COMMUNITY HEALTH CENTER,CT,1,0,0,0,2003,1446,NA,NA
010060,Fair Haven Community Health Center,CT,1,0,0,0,2004,1437,NA,NA
010060,Fair Haven Community Health Center,CT,1,0,0,0,2005,1509,NA,NA
010060,"Fair Haven Community Health Center, Inc.",CT,1,0,0,0,2006,2596,NA,NA
010060,"Fair Haven Community Health Clinic, Inc.",CT,1,0,0,0,2007,1826,NA,NA
010060,"FAIR HAVEN COMMUNITY HEALTH CLINIC, INC.",CT,1,0,0,0,2008,361,NA,NA
010060,"FAIR HAVEN COMMUNITY HEALTH CLINIC, INC.",CT,1,0,0,0,2009,374,9714E368-4383-4BE1-ADF7-51323DE8F665,NA
010060,"FAIR HAVEN COMMUNITY HEALTH CLINIC, INC.",CT,1,0,0,0,2010,1495,9714E368-4383-4BE1-ADF7-51323DE8F665,NA
010060,"FAIR HAVEN COMMUNITY HEALTH CLINIC, INC.",CT,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00741
010070,HILL HEALTH CORPORATION,CT,1,0,1,0,1996,NA,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,0,1997,NA,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,0,1998,NA,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,1,2000,1599,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,1,2001,1278,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,1,2002,1335,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,1,2003,1759,NA,NA
010070,Hill Health Corporation,CT,1,0,1,1,2004,1433,NA,NA
010070,Hill Health Corporation,CT,1,0,1,1,2005,1922,NA,NA
010070,Hill Health Corporation,CT,1,0,1,1,2006,2874,NA,NA
010070,Hill Health Corporation,CT,1,0,1,1,2007,1545,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,1,2008,648,NA,NA
010070,HILL HEALTH CORPORATION,CT,1,0,1,1,2009,679,6BDD3047-5942-407E-85C5-973CDE47AF53,NA
010070,Cornell Scott Hill Health Corporation,CT,1,0,1,1,2010,1796,6BDD3047-5942-407E-85C5-973CDE47AF53,NA
010070,CORNELL SCOTT HILL HEALTH CORPORATION,CT,TRUE,FALSE,TRUE,TRUE,2011,NA,NA,H80CS00312
010120,SPRINGFIELD PUBLIC HLTH DEPT,MA,0,0,1,0,1996,NA,NA,NA
010120,SPRINGFIELD PUBLIC HLTH DEPT,MA,0,0,1,0,1997,NA,NA,NA
010120,SPRINGFIELD PUBLIC HLTH DEPT,MA,0,0,1,0,1998,NA,NA,NA
010120,SPRINGFIELD PUBLIC HLTH DEPT,MA,0,0,1,0,1999,NA,NA,NA
010120,SPRINGFIELD PUBLIC HEALTH DEPT,MA,0,0,1,0,2000,1609,NA,NA
010120,SPRINGFIELD PUBLIC HEALTH DEPT,MA,0,0,1,0,2001,1691,NA,NA
010120,SPRINGFIELD PUBLIC HEALTH DEPT,MA,0,0,1,0,2002,1206,NA,NA
010120,SPRINGFIELD PUBLIC HEALTH DEPT,MA,0,0,1,0,2003,1646,NA,NA
010120,Springfield Public Health Dept,MA,0,0,1,0,2004,1447,NA,NA
010120,Springfield Public Health Dept,MA,0,0,1,0,2005,1375,NA,NA
010120,"City of Springfield, Health & Human Services Department",MA,0,0,1,0,2006,2587,NA,NA
010120,"City of Springfield, Health & Human Services Department",MA,0,0,1,0,2007,2109,NA,NA
010120,"CITY OF SPRINGFIELD, MASSACHUSETTS",MA,1,0,1,0,2008,414,NA,NA
010120,"CITY OF SPRINGFIELD, MASSACHUSETTS",MA,0,0,1,0,2009,431,6C55E285-1600-49E5-A364-5E99EAAB0746,NA
010120,"CITY OF SPRINGFIELD, MASSACHUSETTS",MA,0,0,1,0,2010,1552,6C55E285-1600-49E5-A364-5E99EAAB0746,NA
010120,"CITY OF SPRINGFIELD, MASSACHUSETTS",MA,FALSE,FALSE,TRUE,FALSE,2011,NA,NA,H80CS00001
010130,MANCHESTER DEPT OF HEALTH,NH,0,0,1,0,1996,NA,NA,NA
010130,MANCHESTER DEPT OF HEALTH,NH,0,0,1,0,1997,NA,NA,NA
010130,MANCHESTER DEPT OF HEALTH,NH,0,0,1,0,1998,NA,NA,NA
010130,MANCHESTER DEPT OF HEALTH,NH,0,0,1,0,1999,NA,NA,NA
010130,MANCHESTER DEPT OF HEALTH,NH,0,0,1,0,2000,1126,NA,NA
010130,MANCHESTER DEPT OF HEALTH,NH,0,0,1,0,2001,1016,NA,NA
010130,Manchester Health Department,NH,0,0,1,0,2002,1072,NA,NA
010130,Manchester Health Department,NH,0,0,1,0,2003,1480,NA,NA
010130,Manchester Health Department,NH,0,0,1,0,2004,1397,NA,NA
010130,Manchester Health Department,NH,0,0,1,0,2005,1483,NA,NA
010130,City of Manchester New Hampshire  HCH Program,NH,0,0,1,0,2006,2368,NA,NA
010130,City of Manchester Health Department,NH,0,0,1,0,2007,1300,NA,NA
010130,CITY OF MANCHESTER NEW HAMPSHIRE,NH,1,0,1,0,2008,554,NA,NA
010130,CITY OF MANCHESTER NEW HAMPSHIRE,NH,0,0,1,0,2009,580,FDF06FF5-65CB-4697-8E31-808CF422A989,NA
010130,CITY OF MANCHESTER NEW HAMPSHIRE,NH,0,0,1,0,2010,1699,FDF06FF5-65CB-4697-8E31-808CF422A989,NA
010130,CITY OF MANCHESTER NEW HAMPSHIRE,NH,FALSE,FALSE,TRUE,FALSE,2011,NA,NA,H80CS00002
010150,COMM. HLTH CTR OF BURLINGTON,VT,1,0,1,0,1996,NA,NA,NA
010150,COMM. HLTH CTR OF BURLINGTON,VT,1,0,1,0,1997,NA,NA,NA
010150,COMM. HLTH CTR OF BURLINGTON,VT,1,0,1,0,1998,NA,NA,NA
010150,COMM. HLTH CTR OF BURLINGTON,VT,1,0,1,0,1999,NA,NA,NA
010150,COMM. HLTH CTR OF BURLINGTON,VT,1,0,1,0,2000,1537,NA,NA
010150,COMM. HLTH CTR OF BURLINGTON,VT,1,0,1,0,2001,1473,NA,NA
010150,COMMUNITY HEALTH CENTER OF BURLINGTON,VT,1,0,1,0,2002,1660,NA,NA
010150,COMMUNITY HEALTH CENTER OF BURLINGTON,VT,1,0,1,0,2003,1476,NA,NA
010150,Community Health Center Of Burlington,VT,1,0,1,0,2004,1595,NA,NA
010150,Community Health Center Of Burlington,VT,1,0,1,0,2005,1961,NA,NA
010150,Community Health Center of Burlington,VT,1,0,1,0,2006,2851,NA,NA
010150,Community Health Center of Burlington,VT,1,0,1,0,2007,2300,NA,NA
010150,"Community Health Center of Burlington, Inc.",VT,1,0,1,0,2008,526,NA,NA
010150,"Community Health Center of Burlington, Inc.",VT,1,0,1,0,2009,552,8DA13BF3-CAB4-48FA-9E21-7C21BE5BE4E0,NA
010150,"Community Health Center of Burlington, Inc.",VT,1,0,1,0,2010,1671,8DA13BF3-CAB4-48FA-9E21-7C21BE5BE4E0,NA
010150,"COMMUNITY HEALTH CENTERS OF BURLINGTON, INC.",VT,TRUE,FALSE,TRUE,FALSE,2011,NA,NA,H80CS00311
010160,NORTH END COMMUNITY HEALTH COMMI,MA,1,0,0,0,1996,NA,NA,NA
010160,NORTH END COMMUNITY HEALTH COMMI,MA,1,0,0,0,1997,NA,NA,NA
010160,NORTH END COMMUNITY HEALTH COM,MA,1,0,0,0,1998,NA,NA,NA
010160,NORTH END COMMUNITY HEALTH COMMI,MA,1,0,0,0,1999,NA,NA,NA
010160,NORTH END COMMUNITY HEALTH COMMI,MA,1,0,0,0,2000,1613,NA,NA
010160,NORTH END COMMUNITY HEALTH COMMI,MA,1,0,0,0,2001,1663,NA,NA
010160,NORTH END COMMUNITY HEALTH CENTER,MA,1,0,0,0,2002,1418,NA,NA
010160,NORTH END COMMUNITY HEALTH CENTER,MA,1,0,0,0,2003,1795,NA,NA
010160,North End Community Health Committee,MA,1,0,0,0,2004,1594,NA,NA
010160,North End Community Health Center,MA,1,0,0,0,2005,1378,NA,NA
010160,North End Community Health Center,MA,1,0,0,0,2006,2589,NA,NA
010160,North End Community Health Center,MA,1,0,0,0,2007,2113,NA,NA
010160,"NORTH END COMMUNITY HLTH COMMITTEE, INC.",MA,1,0,0,0,2008,201,NA,NA
010160,"NORTH END COMMUNITY HLTH COMMITTEE, INC.",MA,1,0,0,0,2009,207,DDE30A17-6DA1-41E7-BC49-2C2B2D0408A9,NA
010160,"NORTH END COMMUNITY HLTH COMMITTEE, INC.",MA,1,0,0,0,2010,1330,DDE30A17-6DA1-41E7-BC49-2C2B2D0408A9,NA
010160,"NORTH END COMMUNITY HLTH COMMITTEE, INC.",MA,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00499
010170,"HARBOR HEALTH SERVICES, INC.",MA,1,0,0,0,1996,NA,NA,NA
010170,"HARBOR HEALTH SERVICES, INC.",MA,1,0,0,0,1997,NA,NA,NA
010170,"HARBOR HEALTH SERVICES, INC.",MA,0,0,0,0,1998,NA,NA,NA
010170,"HARBOR HEALTH SERVICES, INC.",MA,1,0,0,0,1999,NA,NA,NA
010170,"HARBOR HEALTH SERVICES, INC.",MA,1,0,0,0,2000,1548,NA,NA
010170,"HARBOR HEALTH SERVICES, INC.",MA,1,0,0,0,2001,1700,NA,NA
010170,"HARBOR HEALTH SERVICES, INC.",MA,1,0,0,0,2002,1590,NA,NA
010170,"HARBOR HEALTH SERVICES, INC.",MA,1,0,0,0,2003,1794,NA,NA
010170,"Harbor Health Services, Inc.",MA,1,0,0,0,2004,1583,NA,NA
010170,"Harbor Health Services, Inc.",MA,1,0,0,0,2005,1599,NA,NA
010170,"Harbor Health Services, Inc.",MA,1,0,0,0,2006,2388,NA,NA
010170,"Harbor Health Services, Inc.",MA,1,0,0,0,2007,2114,NA,NA
010170,HARBOR HEALTH SERVICES,MA,1,0,0,0,2008,793,NA,NA
010170,HARBOR HEALTH SERVICES,MA,1,0,0,0,2009,828,F18BB06B-0E8F-468F-9FF0-B891EFD57ABA,NA
010170,HARBOR HEALTH SERVICES,MA,1,0,0,0,2010,1943,F18BB06B-0E8F-468F-9FF0-B891EFD57ABA,NA
010170,HARBOR HEALTH SERVICES,MA,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00743
010180,"COMMUNITY HEALTHLINK, INC.",MA,1,0,1,0,1996,NA,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,1997,NA,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,1998,NA,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,1999,NA,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,2000,1624,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,2001,1690,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,2002,1565,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,2003,1642,NA,NA
010180,"Community Healthlink, Inc.",MA,0,0,1,0,2004,1582,NA,NA
010180,"Community Healthlink, Inc.",MA,0,0,1,0,2005,1546,NA,NA
010180,"Community Healthlink, Inc.",MA,0,0,1,0,2006,2588,NA,NA
010180,"Community Healthlink, Inc.",MA,0,0,1,0,2007,2116,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,2008,515,NA,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,2009,539,B462C8D8-C758-4F05-A7A5-791DA79D7084,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,0,0,1,0,2010,1658,B462C8D8-C758-4F05-A7A5-791DA79D7084,NA
010180,"COMMUNITY HEALTHLINK, INC.",MA,FALSE,FALSE,TRUE,FALSE,2011,NA,NA,H80CS00003
010210,TRUSTEES OF HLTH AND HOSPITALS,MA,0,0,1,0,1996,NA,NA,NA
010210,TRUSTEES OF HLTH AND HOSPITALS,MA,0,0,1,0,1997,NA,NA,NA
010210,TRUSTEES OF HLTH AND HOSPITALS,MA,0,0,1,0,1998,NA,NA,NA
010210,TRUSTEES OF HLTH AND HOSPITALS,MA,0,0,1,0,1999,NA,NA,NA
010220,"HEALTHFIRST, INC.",CT,1,0,1,0,1996,NA,NA,NA
010220,"HEALTHFIRST, INC.",CT,1,0,1,0,1997,NA,NA,NA
010220,"HEALTHFIRST, INC.",CT,1,0,1,0,1998,NA,NA,NA
010220,"HEALTHFIRST, INC.",CT,1,0,1,0,1999,NA,NA,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,1,0,1,0,2000,1602,NA,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,1,0,1,0,2001,1369,NA,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,1,0,1,0,2002,1012,NA,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,1,0,1,0,2003,1441,NA,NA
010220,"Generations Family Health Center, Inc.",CT,1,0,1,0,2004,1362,NA,NA
010220,"Generations Family Health Center, Inc.",CT,1,0,1,0,2005,1817,NA,NA
010220,"Generations Family Health Center, Inc.",CT,1,0,1,0,2006,2160,NA,NA
010220,"Generations Family Health Center, Inc.",CT,1,0,1,0,2007,1729,NA,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,1,0,1,0,2008,179,NA,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,1,0,1,0,2009,186,52451F9A-D763-4CBC-ADE3-27C334B8C961,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,1,0,1,0,2010,1309,52451F9A-D763-4CBC-ADE3-27C334B8C961,NA
010220,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,TRUE,FALSE,TRUE,FALSE,2011,NA,NA,H80CS00155
010290,ROXBURY COMPREHENSIVE,MA,1,0,0,1,1996,NA,NA,NA
010290,ROXBURY COMPREHENSIVE,MA,1,0,0,1,1998,NA,NA,NA
010290,ROXBURY COMPREHENSIVE,MA,1,0,0,1,1999,NA,NA,NA
010290,ROXBURY COMPREHENSIVE,MA,1,0,0,0,2000,1339,NA,NA
010290,ROXBURY COMPREHENSIVE,MA,1,0,0,0,2001,1472,NA,NA
010290,ROXBURY COMPREHENSIVE,MA,1,0,0,0,2002,1659,NA,NA
010290,ROXBURY COMPREHENSIVE,MA,1,0,0,0,2003,1647,NA,NA
010290,Roxbury Comprehensive,MA,1,0,0,0,2004,1587,NA,NA
010290,Roxbury Comprehensive,MA,1,0,0,0,2005,1548,NA,NA
010290,Roxbury Comprehensive Community Health Center,MA,1,0,0,0,2006,2645,NA,NA
010290,Roxbury Comprehensive Community Health Center,MA,1,0,0,0,2007,1949,NA,NA
010290,ROXBURY COMPREHENSIVE COM HLTH CNTR INC,MA,1,0,0,0,2008,1059,NA,NA
010290,ROXBURY COMPREHENSIVE COM HLTH CNTR INC,MA,1,0,0,0,2009,1106,61999BD2-D384-426D-BB64-F9C4CDDC1777,NA
010290,ROXBURY COMPREHENSIVE COM HLTH CNTR INC,MA,1,0,0,0,2010,2221,61999BD2-D384-426D-BB64-F9C4CDDC1777,NA
010290,ROXBURY COMPREHENSIVE COM HLTH CNTR INC,MA,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00810
010330,HILLTOWN COMMUNITY HLTH CTRS INC,MA,1,0,0,0,1996,NA,NA,NA
010330,HILLTOWN COMMUNITY HLTH CTRS INC,MA,1,0,0,0,1997,NA,NA,NA
010330,HILLTOWN COMMUNITY HLTH CTRS I,MA,1,0,0,0,1998,NA,NA,NA
010330,HILLTOWN COMMUNITY HLTH CTRS INC,MA,1,0,0,0,1999,NA,NA,NA
010330,HILLTOWN COMMUNITY HLTH CTRS INC,MA,1,0,0,0,2000,1622,NA,NA
010330,HILLTOWN COMMUNITY HLTH CTRS INC,MA,1,0,0,0,2001,1021,NA,NA
010330,HILLTOWN COMMUNITY HLTH CTRS INC,MA,1,0,0,0,2002,1202,NA,NA
010330,HILLTOWN COMMUNITY HLTH CTRS INC,MA,1,0,0,0,2003,1065,NA,NA
010330,Hilltown Community Hlth Ctrs Inc,MA,1,0,0,0,2004,1588,NA,NA
010330,Hilltown Community Hlth Ctrs Inc,MA,1,0,0,0,2005,1321,NA,NA
010330,"Hilltown Community Hlth Centers, Inc.",MA,1,0,0,0,2006,2381,NA,NA
010330,"Hilltown Community Health Centers, Inc.",MA,1,0,0,0,2007,1839,NA,NA
010330,"HILLTOWN COMMUNITY HEALTH CENTER, INC.",MA,1,0,0,0,2008,343,NA,NA
010330,"HILLTOWN COMMUNITY HEALTH CENTER, INC.",MA,1,0,0,0,2009,355,91A4BFE1-0032-4759-8AD8-4C78CBA8B2EE,NA
010330,"HILLTOWN COMMUNITY HEALTH CENTER, INC.",MA,1,0,0,0,2010,1476,91A4BFE1-0032-4759-8AD8-4C78CBA8B2EE,NA
010330,"HILLTOWN COMMUNITY HEALTH CENTER, INC.",MA,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00601
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,1,0,0,0,1996,NA,NA,NA
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,1,0,0,0,1997,NA,NA,NA
010340,BUCKSPORT REGIONAL HEALTH CENT,ME,1,0,0,0,1998,NA,NA,NA
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,1,0,0,0,1999,NA,NA,NA
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,1,0,0,0,2000,1262,NA,NA
010340,Bucksport Regional Health Center,ME,1,0,0,0,2001,1111,NA,NA
010340,Bucksport Regional Health Center,ME,1,0,0,0,2002,1015,NA,NA
010340,Bucksport Regional Health Center,ME,1,0,0,0,2003,1061,NA,NA
010340,Bucksport Regional Health Center,ME,1,0,0,0,2004,1171,NA,NA
010340,Bucksport Regional Health Center,ME,1,0,0,0,2005,1670,NA,NA
010340,Bucksport Regional Health Center,ME,1,0,0,0,2006,2220,NA,NA
010340,Bucksport Regional Health Center,ME,1,0,0,0,2007,1360,NA,NA
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,1,0,0,0,2008,314,NA,NA
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,1,0,0,0,2009,326,39F28101-747D-4457-91C0-45DAE0B570B8,NA
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,1,0,0,0,2010,1446,39F28101-747D-4457-91C0-45DAE0B570B8,NA
010340,BUCKSPORT REGIONAL HEALTH CENTER,ME,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00591
010380,"REGIONAL MED CTR AT LUBEC, INC.",ME,1,0,0,0,1996,NA,NA,NA
010380,"REGIONAL MED CTR AT LUBEC, INC.",ME,1,0,0,0,1997,NA,NA,NA
010380,"REGIONAL MED CTR AT LUBEC, INC",ME,1,0,0,0,1998,NA,NA,NA
010380,"REGIONAL MED CTR AT LUBEC, INC.",ME,1,0,0,0,1999,NA,NA,NA
010380,"REGIONAL MED CTR AT LUBEC, INC.",ME,1,0,0,0,2000,1338,NA,NA
010380,"REGIONAL MED CTR AT LUBEC, INC.",ME,1,0,0,0,2001,1114,NA,NA
010380,"REGIONAL MED CTR AT LUBEC, INC.",ME,1,0,0,0,2002,1045,NA,NA
010380,"REGIONAL MED CTR AT LUBEC, INC.",ME,1,0,0,0,2003,1060,NA,NA
010380,"Regional Med Ctr At Lubec, Inc.",ME,1,0,0,0,2004,1173,NA,NA
010380,"Regional Med Ctr At Lubec, Inc.",ME,1,0,0,0,2005,1126,NA,NA
010380,"Regional Medical Center at Lubec, Inc.",ME,1,0,0,0,2006,2221,NA,NA
010380,"Regional Medical Center at Lubec, Inc.",ME,1,0,0,0,2007,1238,NA,NA
010380,"REGIONAL MEDICAL CENTER AT LUBEC, INC.",ME,1,0,0,0,2008,387,NA,NA
010380,"REGIONAL MEDICAL CENTER AT LUBEC, INC.",ME,1,0,0,0,2009,402,9A210BF2-BA3C-4554-902B-56F0248F8457,NA
010380,"REGIONAL MEDICAL CENTER AT LUBEC, INC.",ME,1,0,0,0,2010,1523,9A210BF2-BA3C-4554-902B-56F0248F8457,NA
010380,"REGIONAL MEDICAL CENTER AT LUBEC, INC.",ME,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00150
010450,Islands Community Medical Services,ME,1,0,0,0,2006,2698,NA,NA
010450,Islands Community Medical Services,ME,1,0,0,0,2007,1541,NA,NA
010450,"Islands Community Medical Services, Inc",ME,1,0,0,0,2008,765,NA,NA
010450,"Islands Community Medical Services, Inc",ME,1,0,0,0,2009,800,39BEE10B-5D9C-45AF-AF2F-B21ED723AF6E,NA
010450,"Islands Community Medical Services, Inc",ME,1,0,0,0,2010,1915,39BEE10B-5D9C-45AF-AF2F-B21ED723AF6E,NA
010450,"ISLANDS COMMUNITY MEDICAL SERVICES, INC",ME,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS06657
010460,HEALTHREACH NETWORK,ME,1,0,0,0,1996,NA,NA,NA
010460,HEALTHREACH NETWORK,ME,1,0,0,0,1997,NA,NA,NA
010460,HEALTHREACH NETWORK,ME,1,0,0,0,1998,NA,NA,NA
010460,HEALTHREACH NETWORK,ME,1,0,0,0,1999,NA,NA,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,1,0,0,0,2000,1618,NA,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,1,0,0,0,2001,1116,NA,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,1,0,0,0,2002,1503,NA,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,1,0,0,0,2003,1182,NA,NA
010460,Healthreach Community Health Centers,ME,1,0,0,0,2004,1648,NA,NA
010460,Healthreach Community Health Centers,ME,1,0,0,0,2005,1506,NA,NA
010460,Healthreach Community Health Centers,ME,1,0,0,0,2006,2222,NA,NA
010460,Healthreach Community Health Centers,ME,1,0,0,0,2007,1361,NA,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,1,0,0,0,2008,542,NA,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,1,0,0,0,2009,568,779CBC95-DA90-47EF-A4C9-7EC5BBE34AF5,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,1,0,0,0,2010,1687,779CBC95-DA90-47EF-A4C9-7EC5BBE34AF5,NA
010460,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,TRUE,FALSE,FALSE,FALSE,2011,NA,NA,H80CS00797
010470,TRAVELERS AID SOCIETY OF RHODE,RI,0,0,1,0,1996,NA,NA,NA
010470,TRAVELERS AID SOCIETY OF RHODE,RI,0,0,1,0,1997,NA,NA,NA
010470,TRAVELERS AID SOCIETY OF RHODE,RI,0,0,1,0,1998,NA,NA,NA
010470,TRAVELERS AID SOCIETY OF RHODE,RI,0,0,1,0,1999,NA,NA,NA
010470,TRAVELERS AID SOCIETY OF RHODE,RI,0,0,1,0,2000,1603,NA,NA
010470,TRAVELERS AID OF RHODE ISLAND,RI,0,0,1,0,2001,1695,NA,NA
010470,TRAVELERS AID OF RHODE ISLAND,RI,0,0,1,0,2002,1570,NA,NA
010470,TRAVELERS AID OF RHODE ISLAND,RI,0,0,1,0,2003,1481,NA,NA
010470,Crossroads Rhode Island,RI,0,0,1,0,2004,1586,NA,NA
010470,Crossroads of Rhode Island,RI,0,0,1,0,2005,1468,NA,NA
010470,Crossroads Rhode Island,RI,0,0,1,0,2006,2467,NA,NA
